Code	Localite
7034	Saint-Denis
7040	Aulnois
7040	Goegnies-Chaussée
7040	Quévy-Le-Grand
7040	Quévy-Le-Petit
7041	Givry
7060	Horrues
7062	Naast
7070	Le Roeulx
7070	Mignault
7080	La Bouverie
7080	Sars-La-Bruyère
7100	Haine-Saint-Pierre
7100	La Louvière
7100	Saint-Vaast
7110	Houdeng-Aimeries
7120	Estinnes
7120	Vellereille-Le-Sec
7130	Battignies
7134	Epinois
7140	Morlanwelz
7160	Godarville
7170	Fayt-Lez-Manage
7181	Feluy
7321	Harchies
7332	Neufmaison
7334	Hautrage
7350	Hensies
7370	Elouges
7387	Marchipont
7387	Montignies-Sur-Roc
7387	Roisin
7520	Ramegnies-Chin
7520	Templeuve
7521	Chercq
7522	Blandain
7531	Havinnes
7533	Thimougies
7534	Maulde
7538	Vezon
7540	Melles
7540	Quartes
7603	Bon-Secours
7604	Brasmenil
7620	Bléharies
7621	Lesdain
7640	Antoing
7640	Péronnes-Lez-Antoing
7642	Calonne
7700	Mouscron
7730	Estaimpuis
7730	Evregnies
7730	Leers-Nord
7750	Amougies
7750	Russeignies
7760	Escanaffles
7782	Ploegsteert
7812	Mainvault
7812	Moulbaix
7822	Meslin-L'evêque
7823	Gibecq
7830	Fouleng
7850	Marcq
7860	Lessines
7862	Ogy
7870	Cambron-Saint-Vincent
7903	Chapelle-À-Oie
7906	Gallaix
7910	Ellignies-Lez-Frasnes
7911	Herquegies
7943	Gages
7950	Grosage
7950	Ladeuze
7950	Tongre-Saint-Martin
7951	Tongre-Notre-Dame
7972	Quevaucamps
8340	Damme
8340	Oostkerke
8340	Sijsele
8377	Houtave
8400	Stene
8450	Bredene
8460	Ettelgem
8460	Westkerke
8480	Ichtegem
8490	Zerkegem
8511	Aalbeke
8531	Bavikhove
8540	Deerlijk
8553	Otegem
8560	Wevelgem
8573	Tiegem
8610	Handzame
8630	Eggewaartskapelle
8647	Noordschote
8660	De Panne
8680	Bovekerke
8680	Koekelare
8691	Gijverinkhove
8691	Izenberge
8700	Tielt
8710	Sint-Baafs-Vijve
8710	Wielsbeke
8720	Markegem
8730	Sint-Joris
8780	Oostrozebeke
8791	Beveren
8800	Roeselare
8840	Oostnieuwkerke
8851	Koolskamp
8860	Lendelede
8870	Emelgem
8890	Moorslede
8900	Sint-Jan
8940	Wervik
8950	Heuvelland
8952	Wulvergem
8970	Reningelst
8980	Passendale
9032	Wondelgem
9080	Lochristi
9080	Zeveneken
9111	Belsele
9112	Sinaai-Waas
9120	Haasdonk
9150	Bazel
9150	Rupelmonde
9160	Lokeren
9200	Baasrode
9220	Moerzeke
9255	Opdorp
9280	Denderbelle
9290	Berlare
9290	Overmere
9310	Meldert
9340	Smetlede
9400	Denderwindeke
9420	Bambrugge
9500	Moerbeke
9500	Onkerzele
9500	Zarlardinge
9506	Nieuwenhove
9506	Zandbergen
9520	Oombergen
9520	Sint-Lievens-Houtem
9521	Letterhoutem
9550	Hillegem
9552	Borsbeke
9620	Leeuwergem
9620	Oombergen
9660	Elst
9660	Zegelsem
9667	Sint-Maria-Horebeke
9688	Schorisse
9690	Berchem
9690	Ruien
9700	Bevere
9700	Ename
9800	Deinze
9800	Gottem
9800	Wontergem
9820	Melsen
9820	Munte
9860	Gijzenzele
9860	Moortsele
9870	Machelen
9880	Aalter
9880	Poeke
9900	Eeklo
9920	Lovendegem
9921	Vinderhoute
9930	Zomergem
9932	Ronsele
9940	Sleidinge
9968	Bassevelde
9971	Lembeke
9980	Sint-Laureins
9981	Sint-Margriete
9988	Watervliet
1030	Schaerbeek
1150	Woluwe-Saint-Pierre
1210	Saint-Josse-Ten-Noode
1300	Limal
1315	Incourt
1315	Piètrebais
1315	Roux-Miroir
1325	Bonlez
1325	Corroy-Le-Grand
1340	Ottignies-Louvain-La-Neuve
1350	Folx-Les-Caves
1357	Neerheylissem
1360	Perwez
1370	Jodoigne
1390	Biez
1401	Baulers
1421	Ophain-Bois-Seigneur-Isaac
1430	Bierghes
1450	Chastre
1450	Chastre-Villeroux-Blanmont
1450	Saint-Géry
1457	Nil-Saint-Vincent-Saint-Martin
1457	Tourinnes-Saint-Lambert
1461	Haut-Ittre
1470	Baisy-Thy
1474	Ways
1501	Buizingen
1547	Biévène
1630	Linkebeek
1640	Rhode-Saint-Genèse
1700	Sint-Ulriks-Kapelle
1702	Groot-Bijgaarden
1731	Relegem
1731	Zellik
1740	Ternat
1750	Gaasbeek
1750	Lennik
1780	Wemmel
1785	Hamme
1790	Affligem
1790	Essene
1790	Teralfene
1820	Perk
1860	Meise
1910	Berg
1910	Buken
1910	Nederokkerzeel
1930	Zaventem
1932	Sint-Stevens-Woluwe
2020	Antwerpen
2030	Antwerpen
2100	Deurne
2220	Hallaar
2220	Heist-Op-Den-Berg
2222	Wiekevorst
2230	Ramsel
2235	Houtvenne
2260	Zoerle-Parwijs
2280	Grobbendonk
2290	Vorselaar
2300	Turnhout
2360	Oud-Turnhout
2380	Ravels
2382	Poppel
2431	Veerle
2490	Balen
2520	Broechem
2560	Bevel
2570	Duffel
2800	Walem
2811	Leest
2820	Rijmenam
2830	Tisselt
2830	Willebroek
2870	Ruisbroek
2890	Lippelo
2960	Brecht
2990	Wuustwezel
3020	Herent
3020	Veltem-Beisem
3040	Huldenberg
3051	Sint-Joris-Weert
3053	Haasrode
3060	Bertem
3080	Tervuren
3080	Vossem
3140	Keerbergen
3150	Haacht
3210	Lubbeek
3211	Binkom
3220	Kortrijk-Dutsel
3220	Sint-Pieters-Rode
3272	Testelt
3300	Hakendover
3300	Oorbeek
3300	Tienen
3300	Vissenaken
3350	Drieslinter
3350	Melkwezer
3350	Overhespen
3370	Roosbeek
3400	Overwinden
3401	Walshoutem
3401	Wezeren
3440	Dormaal
3450	Geetbets
3461	Molenbeek-Wersbeek
3470	Sint-Margriete-Houtem
3471	Hoeleden
3473	Waanrode
3500	Sint-Lambrechts-Herk
3511	Stokrooie
3530	Houthalen-Helchteren
3540	Berbroek
3540	Herk-De-Stad
3545	Halen
3550	Heusden
3550	Heusden-Zolder
3560	Lummen
3581	Beverlo
3583	Paal
3590	Diepenbeek
3620	Veldwezelt
3630	Mechelen-Aan-De-Maas
3630	Opgrimbie
3631	Uikhoven
3640	Kessenich
3650	Dilsen
3670	Gruitrode
3670	Meeuwen-Gruitrode
3670	Neerglabbeek
3700	Diets-Heur
3700	Neerrepen
3700	Overrepen
3700	Tongeren
3700	Vreren
3723	Guigoven
3730	Hoeselt
3730	Romershoven
3730	Werm
3740	Munsterbilzen
3742	Martenslinde
3746	Hoelbeek
3790	Fourons
3798	Fouron-Le-Comte
3800	Brustem
3800	Zepperen
3806	Velm
3830	Wellen
3840	Bommershoven
3840	Borgloon
3840	Jesseren
3840	Kerniel
3840	Kolmont
3850	Nieuwerkerken
3870	Mettekoven
3870	Opheers
3890	Vorsen
3900	Overpelt
3945	Ham
3960	Beek
3960	Bree
3990	Grote-Brogel
3990	Wijchmaal
4020	Bressoux
4040	Herstal
4041	Vottem
4051	Vaux-Sous-Chèvremont
4053	Embourg
4120	Ehein
4120	Rotheux-Rimière
4210	Hannêche
4219	Ambresin
4252	Omal
4260	Fallais
4260	Fumal
4280	Moxhe
4280	Petit-Hallet
4280	Thisnes
4287	Lincent
4300	Bettincourt
4300	Bleret
4300	Waremme
4317	Celles
4317	Faimes
4317	Les Waleffes
4340	Awans
4342	Hognoul
4357	Jeneffe
4367	Thys
4453	Villers-Saint-Siméon
4460	Bierset
4460	Hollogne-Aux-Pierres
4470	Saint-Georges-Sur-Meuse
4480	Hermalle-Sous-Huy
4500	Ben-Ahin
4500	Huy
4520	Vinalmont
4530	Vaux-Et-Borset
4540	Amay
4540	Ombret
4557	Soheit-Tinlot
4560	Terwagne
4577	Outrelouxhe
4577	Strée-Lez-Huy
4590	Ellemelle
4590	Warzée
4600	Lixhe
4607	Mortroux
4610	Queue-Du-Bois
4620	Fléron
4630	Ayeneux
4631	Evegnée
4654	Charneux
4670	Mortier
4671	Housse
4680	Oupeye
4802	Heusy
4830	Limbourg
4834	Goé
4845	Sart-Lez-Spa
4850	Plombières
4851	Sippenaeken
4852	Hombourg
4870	Fraipont
4870	Trooz
4890	Thimister
4920	Aywaille
4920	Ernonheid
4950	Waimes
4960	Malmedy
4980	Trois-Ponts
4987	Chevron
4990	Bra
5000	Beez
5002	Saint-Servais
5020	Champion
5020	Suarlée
5020	Temploux
5022	Cognelée
5030	Beuzet
5030	Grand-Manil
5060	Auvelais
5060	Velaine-Sur-Sambre
5070	Fosses-La-Ville
5070	Sart-Eustache
5080	Villers-Lez-Heest
5101	Erpent
5101	Loyers
5140	Boignée
5170	Lustin
5170	Profondeville
5190	Mornimont
5300	Landenne
5310	Branchon
5310	Hanret
5310	Leuze
5310	Noville-Sur-Méhaigne
5333	Sorinne-La-Longue
5340	Faulx-Les-Tombes
5340	Mozet
5350	Evelette
5351	Haillot
5360	Natoye
5362	Achet
5370	Flostoy
5374	Maffe
5377	Bonsin
5377	Heure
5377	Hogne
5377	Noiseux
5380	Fernelmont
5380	Forville
5380	Marchovelette
5520	Anthée
5523	Sommière
5530	Dorinne
5530	Evrehailles
5537	Anhée
5540	Hermeton-Sur-Meuse
5550	Alle
5550	Bohan
5550	Laforet
5550	Sugny
5555	Gros-Fays
5555	Petit-Fays
5560	Mesnil-Eglise
5570	Baronville
5570	Beauraing
5570	Vonêche
5570	Winenne
5574	Pondrôme
5575	Bourseigne-Neuve
5575	Houdremont
5575	Rienne
5575	Willerzie
5580	Han-Sur-Lesse
5580	Jemelle
5580	Rochefort
5580	Wavreille
5600	Fagnolle
5600	Jamiolle
5600	Romedenne
5620	Corenne
5621	Hanzinelle
5644	Ermeton-Sur-Biert
5650	Chastrès
5650	Clermont
5650	Pry
5651	Laneffe
5660	Brûly-De-Pesche
5660	Petite-Chapelle
5670	Le Mesnil
5680	Gochenée
5680	Matagne-La-Grande
5680	Vodelée
6030	Marchienne-Au-Pont
6040	Jumet
6042	Lodelinsart
6044	Roux
6060	Gilly
6111	Landelies
6120	Jamioulx
6200	Bouffioulx
6210	Wayaux
6220	Heppignies
6230	Thiméon
6230	Viesville
6238	Luttre
6240	Pironchamps
6250	Presles
6250	Roselies
6460	Chimay
6464	Baileux
6470	Sivry-Rance
6500	Solre-Saint-Géry
6530	Leers-Et-Fosteau
6531	Biesme-Sous-Thuin
6543	Bienne-Lez-Happart
6560	Erquelinnes
6560	Grand-Reng
6560	Solre-Sur-Sambre
6642	Juseret
6663	Mabompré
6670	Limerlé
6681	Lavacherie
6688	Longchamps
6700	Toernich
6730	Saint-Vincent
6741	Vance
6747	Châtillon
6769	Sommethonne
6780	Wolkrange
6781	Sélange
6782	Habergy
6791	Athus
6800	Sainte-Marie-Chevigny
6811	Les Bulles
6823	Villers-Devant-Orval
6836	Dohan
6840	Grapfontaine
6840	Longlier
6840	Tournay
6880	Bertrix
6880	Cugnon
6880	Orgeo
6887	Herbeumont
6890	Ochamps
6900	Hargimont
6920	Sohier
6920	Wellin
6924	Lomprez
6929	Gembes
6929	Haut-Fays
6940	Grandhan
6940	Septon
6941	Borlon
6950	Harsin
6953	Lesterny
6960	Grandmenil
6960	Malempré
6960	Manhay
6970	Tenneville
6972	Erneuville
6984	Hives
6987	Rendeux
6990	Fronville
6997	Amonines
7000	Mons
7030	Saint-Symphorien
7041	Havay
7050	Erbisoeul
7050	Jurbise
7050	Masnuy-Saint-Pierre
7060	Soignies
7080	Eugies
7080	Noirchain
7090	Hennuyères
7090	Petit-Roeulx-Lez-Braine
7090	Ronquières
7100	Haine-Saint-Paul
7110	Boussoit
7110	Strépy-Bracquegnies
7120	Croix-Lez-Rouveroy
7120	Fauroeulx
7120	Vellereille-Les-Brayeux
7130	Binche
7131	Waudrez
7133	Buvrinnes
7134	Leval-Trahegnies
7134	Ressaix
7140	Morlanwelz-Mariemont
7170	Bois-D'haine
7181	Petit-Roeulx-Lez-Nivelles
7190	Ecaussinnes-D'enghien
7190	Marche-Lez-Ecaussinnes
7320	Bernissart
7331	Baudour
7332	Sirault
7333	Tertre
7340	Paturages
7350	Hainin
7387	Autreppe
7390	Wasmuel
7500	Ere
7500	Saint-Maur
7502	Esplechin
7522	Lamain
7532	Beclers
7540	Rumillies
7543	Mourcourt
7548	Warchin
7608	Wiers
7610	Rumes
7618	Taintignies
7620	Jollain-Merlin
7624	Howardries
7740	Warcoing
7743	Esquelmes
7743	Obigies
7750	Anseroeul
7760	Celles
7780	Comines
7784	Warneton
7801	Irchonwelz
7803	Bouvignies
7811	Arbre
7812	Villers-Notre-Dame
7822	Ghislenghien
7830	Hellebecq
7830	Hoves
7830	Thoricourt
7850	Petit-Enghien
7866	Bois-De-Lessines
7870	Bauffe
7880	Flobecq
7890	Ellezelles
7890	Lahamaide
7910	Arc-Wattripont
7910	Wattripont
7911	Buissenal
7911	Montroeul-Au-Bois
7950	Chièvres
7970	Beloeil
7972	Aubechies
8000	Koolkerke
8200	Sint-Andries
8210	Zedelgem
8377	Meetkerke
8377	Zuienkerke
8420	Klemskerke
8433	Sint-Pieters-Kapelle
8433	Slijpe
8470	Gistel
8490	Snellegem
8500	Kortrijk
8501	Bissegem
8530	Harelbeke
8531	Hulste
8552	Moen
8554	Sint-Denijs
8581	Kerkhove
8583	Bossuit
8587	Espierres
8587	Helchin
8600	Kaaskerke
8600	Leke
8600	Oudekapelle
8600	Woumen
8630	Avekapelle
8630	Bulskamp
8630	Houtem
8630	Steenkerke
8630	Veurne
8647	Lo
8647	Reninge
8670	Oostduinkerke
8670	Wulpen
8690	Hoogstade
8690	Oeren
8690	Sint-Rijkers
8700	Schuiferskapelle
8710	Ooigem
8720	Oeselgem
8770	Ingelmunster
8790	Waregem
8800	Oekene
8820	Torhout
8840	Staden
8850	Ardooie
8880	Ledegem
8900	Brielen
8900	Dikkebus
8902	Zillebeke
8906	Elverdinge
8920	Bikschote
8920	Poelkapelle
8930	Menen
8970	Poperinge
9000	Gent
9030	Mariakerke
9050	Ledeberg
9090	Melle
9120	Kallo
9130	Kallo
9130	Kieldrecht
9130	Verrebroek
9140	Temse
9140	Tielrode
9190	Kemzeke
9200	Dendermonde
9200	Mespelare
9200	Schoonaarde
9230	Massemen
9260	Serskamp
9260	Wichelen
9270	Laarne
9280	Wieze
9308	Gijzegem
9310	Herdersem
9310	Moorsel
9320	Nieuwerkerken
9340	Lede
9340	Oordegem
9340	Wanzele
9400	Lieferinge
9401	Pollare
9403	Neigem
9420	Burst
9420	Erpe
9450	Haaltert
9450	Heldergem
9472	Iddergem
9500	Nederboelare
9500	Overboelare
9506	Grimminge
9506	Schendelbeke
9520	Bavegem
9550	Herzele
9570	Lierde
9570	Sint-Maria-Lierde
9572	Sint-Martens-Lierde
9600	Renaix
9620	Grotenberge
9620	Sint-Goriks-Oudenhove
9630	Beerlegem
9630	Dikkele
9630	Rozebeke
9660	Michelbeke
9660	Nederbrakel
9690	Kluisbergen
9700	Nederename
9750	Zingem
9770	Kruishoutem
9790	Wortegem
9800	Zeveren
9830	Sint-Martens-Latem
9840	Zevergem
9850	Landegem
9860	Balegem
9860	Landskouter
9860	Scheldewindeke
9870	Olsene
9870	Zulte
9890	Gavere
9931	Oostwinkel
9960	Assenede
9968	Oosteeklo
1090	Jette
1160	Auderghem
1300	Wavre
1315	Glimes
1315	Opprebais
1325	Chaumont-Gistoux
1331	Rosières
1350	Noduwez
1350	Orp-Jauche
1357	Opheylissem
1360	Thorembais-Les-Béguines
1360	Thorembais-Saint-Trond
1367	Autre-Eglise
1367	Huppaye
1370	Dongelberg
1370	Jauchelette
1370	Saint-Jean-Geest
1390	Grez-Doiceau
1400	Nivelles
1402	Thines
1430	Rebecq-Rognon
1440	Wauthier-Braine
1471	Loupoigne
1473	Glabais
1480	Oisquercq
1480	Tubize
1495	Marbais
1495	Villers-La-Ville
1502	Lembeek
1540	Herne
1560	Hoeilaart
1600	Oudenaken
1601	Ruisbroek
1620	Drogenbos
1652	Alsemberg
1670	Bogaarden
1670	Pepingen
1701	Itterbeek
1730	Bekkerzeel
1730	Kobbegem
1730	Mollem
1741	Wambeek
1755	Gooik
1760	Pamel
1770	Liedekerke
1800	Peutie
1840	Malderen
1880	Kapelle-Op-Den-Bos
1880	Nieuwenrode
1950	Kraainem
1970	Wezembeek-Oppem
1980	Eppegem
1981	Hofstade
2000	Antwerpen
2018	Antwerpen
2040	Lillo
2040	Zandvliet
2200	Morkhoven
2200	Noorderwijk
2240	Zandhoven
2260	Westerlo
2275	Gierle
2322	Minderhout
2323	Wortel
2330	Merksplas
2340	Beerse
2350	Vosselaar
2381	Weelde
2387	Baarle-Hertog
2400	Mol
2430	Eindhout
2440	Geel
2460	Kasterlee
2460	Lichtaart
2500	Lier
2550	Kontich
2610	Wilrijk
2650	Edegem
2660	Hoboken
2811	Hombeek
2812	Muizen
2870	Puurs
2880	Weert
2940	Hoevenen
2940	Stabroek
2950	Kapellen
2960	Sint-Job-In-'t-Goor
2970	s Gravenwezel
2970	Schilde
2980	Halle
3052	Blanden
3060	Korbeek-Dijle
3110	Rotselaar
3111	Wezemaal
3120	Tremelo
3150	Tildonk
3191	Hever
3212	Pellenberg
3270	Scherpenheuvel-Zichem
3272	Messelbroek
3290	Diest
3290	Schaffen
3290	Webbekom
3300	Kumtich
3300	Oplinter
3320	Hoegaarden
3360	Lovenjoel
3370	Vertrijk
3380	Glabbeek
3384	Attenrode
3390	Houwaart
3391	Meensel-Kiezegem
3401	Walsbets
3404	Attenhoven
3440	Zoutleeuw
3450	Grazen
3454	Rummen
3470	Kortenaken
3511	Kuringen
3530	Helchteren
3560	Linkhout
3570	Alken
3640	Kinrooi
3650	Rotem
3670	Meeuwen
3680	Opoeteren
3700	s Herenelderen
3700	Rutten
3717	Herstappe
3740	Grote-Spouwen
3740	Mopertingen
3740	Rosmeer
3770	Riemst
3800	Groot-Gelmen
3800	Kerkom-Bij-Sint-Truiden
3803	Duras
3803	Wilderen
3831	Herten
3832	Ulbeek
3840	Rijkel
3840	Voort
3870	Batsheers
3870	Horpmaal
3870	Mechelen-Bovelingen
3890	Kortijs
3891	Borlo
3891	Buvingen
3891	Mielen-Boven-Aalst
3930	Achel
3940	Hechtel-Eksel
3941	Eksel
3945	Kwaadmechelen
3970	Leopoldsburg
3980	Tessenderlo
3990	Peer
4000	Glain
4020	Jupille-Sur-Meuse
4020	Wandre
4031	Angleur
4122	Plainevaux
4140	Dolembreux
4140	Gomzé-Andoumont
4141	Louveigné
4190	My
4190	Xhoris
4210	Marneffe
4217	Héron
4217	Lavoir
4217	Waret-L'evêque
4218	Couthuin
4219	Acosse
4250	Boëlhe
4250	Geer
4250	Hollogne-Sur-Geer
4250	Lens-Saint-Servais
4257	Berloz
4260	Avennes
4260	Braives
4260	Ville-En-Hesbaye
4280	Avin
4280	Crehen
4280	Trognée
4280	Villers-Le-Peuplier
4287	Pellaines
4300	Lantremange
4317	Aineffe
4317	Borlez
4340	Villers-L'evêque
4347	Freloux
4347	Noville
4350	Pousset
4357	Limont
4360	Lens-Sur-Geer
4360	Otrange
4367	Crisnée
4367	Kemexhe
4400	Flémalle-Grande
4420	Montegnée
4432	Xhendremael
4451	Voroux-Lez-Liers
4452	Paifve
4452	Wihogne
4460	Velroux
4480	Clermont-Sous-Huy
4480	Engis
4500	Tihange
4520	Bas-Oha
4530	Warnant-Dreye
4550	Saint-Séverin
4557	Tinlot
4560	Les Avins
4560	Ocquier
4570	Marchin
4570	Vyle-Et-Tharoul
4577	Modave
4600	Richelle
4607	Feneur
4610	Bellaire
4610	Beyne-Heusay
4630	Soumagne
4630	Tignée
4650	Herve
4670	Trembleur
4672	Saint-Remy
4680	Hermée
4684	Haccourt
4690	Glons
4690	Roclenge-Sur-Geer
4701	Kettenis
4720	La Calamine
4728	Hergenrath
4730	Hauset
4771	Heppenbach
4784	Crombach
4790	Reuland
4791	Thommen
4800	Lambermont
4801	Stembert
4820	Dison
4831	Bilstain
4837	Baelen
4837	Membach
4860	Cornesse
4870	Forêt
4900	Spa
4950	Faymonville
4950	Robertville
4980	Fosse
4987	Lorcé
5001	Belgrade
5020	Daussoulx
5020	Vedrin
5021	Boninne
5024	Marche-Les-Dames
5030	Ernage
5030	Sauvenière
5031	Grand-Leez
5032	Bossière
5060	Tamines
5080	Warisoulx
5081	Meux
5100	Wépion
5170	Bois-De-Villers
5190	Balâtre
5190	Saint-Martin
5300	Sclayn
5310	Aische-En-Refail
5310	Eghezée
5310	Longchamps
5310	Taviers
5330	Sart-Bernard
5332	Crupet
5334	Florée
5361	Scy
5363	Emptinne
5377	Nettinne
5380	Bierwart
5500	Dréhance
5502	Thynes
5504	Foy-Notre-Dame
5520	Onhaye
5521	Serville
5523	Weillen
5530	Yvoir
5550	Mouzaive
5555	Monceau-En-Ardenne
5555	Naomé
5561	Celles
5570	Felenne
5570	Feschaux
5575	Louette-Saint-Denis
5580	Ave-Et-Auffe
5580	Eprave
5580	Lessive
5590	Braibant
5590	Ciney
5590	Conneux
5590	Sovet
5600	Jamagne
5600	Neuville
5600	Omezée
5600	Philippeville
5600	Sautour
5600	Villers-En-Fagne
5620	Florennes
5620	Hemptinne-Lez-Florennes
5620	Saint-Aubin
5630	Cerfontaine
5630	Soumoy
5640	Biesmerée
5640	Graux
5640	Oret
5660	Aublain
5660	Pesche
5670	Dourbes
5670	Mazée
5670	Oignies-En-Thiérache
5670	Olloy-Sur-Viroin
6020	Dampremy
6041	Gosselies
6120	Ham-Sur-Heure
6142	Leernes
6180	Courcelles
6200	Châtelineau
6220	Wangenies
6223	Wagnelée
6224	Wanfercée-Baulet
6250	Aiseau-Presles
6250	Pont-De-Loup
6280	Gerpinnes
6280	Gougnies
6280	Joncret
6280	Villers-Poterie
6441	Erpion
6460	Bailièvre
6460	Villers-La-Tour
6464	Forges
6500	Leugnies
6530	Thuin
6533	Biercée
6534	Gozée
6560	Bersillies-L'abbaye
6560	Hantes-Wihéries
6560	Montignies-Saint-Christophe
6567	Fontaine-Valmont
6591	Macon
6593	Macquenoise
6594	Beauwelz
6600	Bastogne
6630	Martelange
6637	Fauvillers
6637	Hollange
6637	Tintange
6640	Nives
6640	Sibret
6661	Mont
6662	Tavigny
6666	Wibrin
6671	Bovigny
6680	Sainte-Ode
6690	Vielsalm
6700	Heinsch
6717	Attert
6717	Nothomb
6717	Thiaumont
6720	Habay
6720	Habay-La-Neuve
6724	Houdemont
6740	Etalle
6740	Sainte-Marie-Sur-Semois
6743	Buzenol
6747	Saint-Léger
6769	Gérouville
6769	Villers-La-Loue
6790	Aubange
6792	Rachecourt
6800	Saint-Pierre
6810	Chiny
6812	Suxy
6824	Chassepierre
6832	Sensenruth
6840	Grandvoir
6850	Offagne
6852	Opont
6860	Léglise
6890	Villance
6900	Marche-En-Famenne
6900	Roy
6927	Bure
6927	Grupont
6929	Daverdisse
6951	Bande
6960	Harre
6960	Odeigne
6980	La Roche-En-Ardenne
6987	Beffe
6987	Hodister
6987	Marcourt
6990	Marenne
6997	Soy
7011	Ghlin
7012	Jemappes
7020	Maisières
7022	Mesvin
7031	Villers-Saint-Ghislain
7033	Cuesmes
7100	Trivières
7110	Maurage
7120	Peissant
7120	Rouveroy
7134	Péronnes-Lez-Binche
7141	Carnières
7160	Chapelle-Lez-Herlaimont
7160	Piéton
7170	Bellecourt
7190	Ecaussinnes
7191	Ecaussinnes-Lalaing
7322	Pommeroeul
7340	Colfontaine
7370	Dour
7380	Baisieux
7387	Angreau
7387	Fayt-Le-Franc
7506	Willemeau
7534	Barry
7604	Wasmes-Audemez-Briffoeil
7620	Hollain
7620	Wez-Velvain
7622	Laplaigne
7623	Rongy
7730	Bailleul
7742	Hérinnes-Lez-Pecq
7760	Molenbaix
7760	Pottes
7781	Houthem
7800	Ath
7800	Lanquesaint
7812	Houtaing
7830	Gondregnies
7830	Graty
7861	Papignies
7863	Ghoy
7864	Deux-Acren
7870	Lombise
7870	Montignies-Lez-Lens
7890	Wodecq
7900	Leuze-En-Hainaut
7903	Chapelle-À-Wattines
7904	Pipaix
7904	Tourpes
7904	Willaupuis
7910	Forest
7910	Frasnes-Lez-Anvaing
7911	Frasnes-Lez-Buissenal
7911	Hacquegnies
7912	Dergneau
7912	Saint-Sauveur
7940	Brugelette
7971	Thumaide
8000	Brugge
8020	Hertsberge
8020	Waardamme
8210	Loppem
8210	Veldegem
8211	Aartrijke
8300	Knokke
8300	Westkapelle
8310	Assebroek
8310	Sint-Kruis
8340	Hoeke
8370	Blankenberge
8370	Uitkerke
8380	Dudzele
8430	Middelkerke
8431	Wilskerke
8434	Lombardsijde
8460	Roksem
8470	Moere
8490	Jabbeke
8490	Stalhille
8501	Heule
8510	Marke
8520	Kuurne
8570	Vichte
8572	Kaster
8580	Avelgem
8582	Outrijve
8600	Oostkerke
8600	Vladslo
8640	Vleteren
8647	Pollinkhove
8650	Merkem
8660	Adinkerke
8680	Zande
8691	Stavele
8700	Kanegem
8720	Dentergem
8740	Pittem
8760	Meulebeke
8800	Beveren
8810	Lichtervelde
8830	Hooglede
8840	Westrozebeke
8890	Dadizele
8902	Hollebeke
8908	Vlamertinge
8920	Langemark
8972	Krombeke
8972	Proven
8980	Zandvoorde
9040	Sint-Amandsberg
9050	Gentbrugge
9051	Afsnee
9051	Sint-Denijs-Westrem
9052	Zwijnaarde
9060	Zelzate
9090	Gontrode
9100	Nieuwkerken-Waas
9140	Steendorp
9160	Eksaarde
9185	Wachtebeke
9200	Sint-Gillis-Dendermonde
9308	Hofstade
9310	Baardegem
9400	Appelterre-Eichem
9400	Ninove
9400	Okegem
9420	Aaigem
9420	Erpe-Mere
9450	Denderhoutem
9506	Waarbeke
9520	Zonnegem
9550	Sint-Antelinks
9550	Sint-Lievens-Esse
9551	Ressegem
9620	Erwetegem
9620	Godveerdegem
9630	Meilegem
9630	Munkzwalm
9630	Paulatem
9636	Nederzwalm-Hermelgem
9660	Brakel
9667	Horebeke
9667	Sint-Kornelis-Horebeke
9680	Etikhove
9680	Maarkedal
9681	Nukerke
9700	Eine
9700	Leupegem
9700	Mater
9700	Mullem
9700	Oudenaarde
9772	Wannegem-Lede
9790	Ooike
9790	Petegem-Aan-De-Schelde
9790	Wortegem-Petegem
9800	Bachte-Maria-Leerne
9800	Grammene
9800	Petegem-Aan-De-Leie
9810	Eke
9820	Bottelare
9840	De Pinte
9860	Oosterzele
9880	Lotenhulle
9961	Boekhoute
9990	Maldegem
